Movie,IMDB ID,Genre ID,Popularity,Release date,Adult,original language,vote_count,vote average,run time,run budget, revenue
The Sky Is Gray,274230,[18],1,1/1/1980,FALSE,en,0,0,0,0,0
Dance with Me,17915,"[18, 10402, 10749]",3.386821,8/21/1998,FALSE,en,26,5.6,126,0,15
They Made Me a Criminal,26378,"[53, 80, 18, 9648]",2.327556,1/28/1939,FALSE,en,9,5.7,92,0,0
Hardbodies 2,61117,[35],1.721223,9/12/1986,FALSE,en,9,4.1,88,0,0
Glen or Glenda,24018,[18],3.010834,1/1/1953,FALSE,en,33,4.6,71,0,0
States of Grace,24043,[],1.247348,11/4/2005,FALSE,en,4,8.3,128,0,0
The Young Lions,40739,"[28, 18, 10752]",3.099141,4/2/1958,FALSE,en,25,6.3,167,0,0
Space Truckers,10690,"[35, 878, 53, 12]",3.580079,3/1/1996,FALSE,en,38,5.6,95,25000000,1614266
Biohazardous,349165,"[28, 878, 27, 9648]",1.350105,5/11/2001,FALSE,en,1,5,95,0,0
Nature Unleashed: Fire,101264,[28],1.068839,11/2/2004,FALSE,en,1,3,90,0,0
Total Reality,66741,"[28, 878]",1.368197,4/3/1997,FALSE,en,8,4.3,100,0,0
"Scotland, Pa.",27593,"[35, 80]",2.300978,3/15/2001,FALSE,en,11,5.9,104,0,0
Beachhead,62753,"[10752, 28, 18]",1.308398,2/5/1954,FALSE,en,3,4.7,90,0,0
Desperate Measures,9458,"[28, 18, 53]",3.645897,1/30/1998,FALSE,en,62,5.8,100,50000000,0
Lucky Jim,43233,[35],1.659235,9/17/1957,FALSE,en,8,5.5,95,0,0
Pete's Meteor,60312,[18],1.073892,12/31/2002,FALSE,es,1,2,92,0,0
Danton,4202,"[18, 36]",3.588823,1/12/1983,FALSE,fr,35,7.2,136,0,0
Curse of the Wolf,67988,"[27, 28, 35]",1.300203,1/1/2006,FALSE,en,3,4.7,105,0,0
Armored,4597,"[28, 80, 18, 53]",7.238112,12/4/2009,FALSE,en,222,5.5,88,20000000,22942221
The Merchant of Venice,11162,"[18, 10749]",7.38719,9/3/2004,FALSE,en,156,6.7,138,0,0
The Mod Squad,16379,"[28, 9648, 53]",4.267364,3/26/1999,FALSE,en,37,4.1,92,50000000,13260050
Cold Showers,27095,[18],3.198062,5/14/2005,FALSE,fr,15,4.7,102,0,0
Beyond Tomorrow,31445,"[14, 18, 10749]",1.5121,1/1/1940,FALSE,en,4,6.1,84,0,0
Goya's Ghosts,11515,[18],7.294996,11/8/2006,FALSE,en,108,6.6,114,50000000,9448082
The Rift,386172,"[53, 27, 878]",2.601874,4/28/2016,FALSE,en,12,4.3,90,0,0
Soultaker,31276,"[14, 27, 878]",1.901111,1/1/1990,FALSE,en,9,2.3,94,0,0
One Special Night,50616,"[18, 10749]",1.513616,11/28/1999,FALSE,en,5,5.3,92,0,0
Rainbow Brite and the Star Stealer,47296,"[16, 10751, 878]",1.803031,11/15/1985,FALSE,en,4,4.5,85,0,0
Girls Town,43097,[18],1.78585,10/5/1959,FALSE,en,3,3.3,90,0,0
The Evil That Men Do,53426,"[12, 80, 53, 28]",2.548664,3/14/1984,FALSE,en,12,5.5,90,0,0
Shout at the Devil,39419,"[28, 10752, 12, 18, 53]",2.126259,4/12/1976,FALSE,en,14,5.8,147,10000000,0
Lost Horizon,3598,"[12, 14, 18, 9648]",3.230127,8/31/1937,FALSE,en,45,6.9,97,4000000,0
Jack Brooks: Monster Slayer,16205,"[28, 35, 27]",5.058876,10/9/2007,FALSE,en,63,5.7,85,0,0
Wild Flowers,314571,[18],1.014119,6/15/2014,FALSE,ko,0,0,114,0,0
Love Thy Neighbour,87068,[35],1.28411,8/26/1973,FALSE,en,4,6.9,85,0,0
Plump Fiction,39411,"[35, 80]",2.427388,5/15/1998,FALSE,en,10,4.9,82,0,0
Fast-Walking,45962,[18],1.484021,5/11/1982,FALSE,en,6,6.3,115,0,0
Suspicion,11462,"[9648, 53]",6.411611,11/14/1941,FALSE,en,151,7.2,99,1103000,4500000
Lil' Pimp,23471,"[16, 35]",1.129021,1/11/2005,FALSE,en,2,8.5,80,0,0
The Next Karate Kid,11231,[12],6.470171,7/18/1994,FALSE,en,219,4.8,107,12000000,15826984
The Sweeper,121817,"[28, 18, 53]",1.086377,6/25/1996,FALSE,en,2,3.5,90,0,0
Icon,403682,[99],2.747364,5/31/2016,FALSE,ru,0,0,51,0,0
Nuns on the Run,11131,[35],4.76512,3/16/1990,FALSE,en,44,5.5,89,0,0
The Black Room,425931,[27],5.134569,10/31/2016,FALSE,fr,29,3.9,91,0,0
Imaginary Heroes,25350,"[35, 18]",4.284239,9/14/2004,FALSE,en,30,6.3,111,10000000,0
It Was a Wonderful Life,274320,[],1,1/1/1993,FALSE,en,0,0,0,0,0
Pleasures of Sin,32185,[18],1.092341,5/1/2001,FALSE,en,0,0,71,0,0
The Devil's in Love,261515,"[18, 10749, 53]",1.234878,7/21/1933,FALSE,en,1,6,70,0,0
You're Never Too Young,53441,[35],1.525604,8/25/1955,FALSE,en,7,6.6,102,0,0
Lethal Target,29796,"[28, 27, 878]",1.005419,12/31/1999,FALSE,en,0,0,92,0,0
A Calamitous Elopement,196606,[],1.159561,8/6/1908,FALSE,en,3,4.3,12,0,0
Judge and Jury,297059,"[28, 27]",1.052307,3/11/1997,FALSE,en,1,7,98,0,0
The Racketeer,79971,"[80, 18]",1.051617,11/9/1929,FALSE,en,1,4,66,0,0
The Midnight Hour,35564,"[35, 27, 10749]",1.477298,11/1/1985,FALSE,en,12,5.7,94,0,0
Land of the Minotaur,37904,"[18, 27]",1.660471,8/11/1976,FALSE,en,7,4.4,94,0,0
Speck,267441,"[53, 80, 27, 9648]",1.074746,10/1/2002,FALSE,en,0,0,79,0,0
Far Cry,7916,"[28, 878, 53]",4.762211,1/1/2008,FALSE,en,75,3.1,95,30000000,0
Expect to Die,119773,[28],1.211259,4/16/1997,FALSE,en,2,4.3,92,0,0
Flash Gordon,3604,[878],7.437376,9/1/1980,FALSE,en,251,6.1,111,35000000,27107960
Treading Water,166624,"[18, 35]",2.757377,9/13/2013,FALSE,en,6,5.6,92,4700000,0
A Farewell to Arms,80255,"[10749, 18, 10752]",4.517604,12/14/1957,FALSE,en,12,6.6,152,4100000,20000000
A Little Princess,19101,"[18, 10751, 14]",6.428945,5/10/1995,FALSE,en,224,7.5,97,17000000,0
Nightmare in Wax,27496,[27],1.308396,5/14/1969,FALSE,en,3,5,98,0,0
Human Pork Chop,40371,"[27, 53, 80, 10769]",1.078299,1/5/2001,FALSE,en,2,4,87,0,0
Hero and the Terror,38950,"[18, 28, 53, 80]",6.363295,8/26/1988,FALSE,en,22,5.3,96,0,0
Mom,404604,"[80, 18, 53]",3.850055,7/7/2017,FALSE,hi,19,6.7,146,0,0
City Girl,34796,"[18, 10749]",2.397369,2/16/1930,FALSE,en,23,7.5,90,0,0
Thunderbirds,14623,"[28, 12, 35, 10751, 14, 878]",5.854446,7/23/2004,FALSE,en,98,4.3,95,57000000,28283637
Love & Basketball,14736,"[28, 35, 18, 10749]",9.714781,4/21/2000,FALSE,en,97,7.5,124,20000000,27728118
Red Sonja,9626,"[12, 14, 28]",7.516468,4/9/1985,FALSE,en,225,5,89,17900000,6948633
A Christmas Carol,17979,"[16, 18]",13.718141,11/4/2009,FALSE,en,1259,6.6,96,200000000,325233863
Beyond Rangoon,1873,"[18, 53]",2.856253,5/24/1995,FALSE,en,22,6.5,100,0,0
The Big Green,26441,"[28, 12, 35, 10751]",5.177393,9/29/1995,FALSE,en,42,5.2,100,0,0
Critters 4,12525,"[35, 27, 878, 53]",4.351137,8/20/1992,FALSE,en,47,4.3,100,0,0
The Paradise Virus,89057,"[28, 53, 10770]",1.170934,2/14/2003,FALSE,en,4,2.9,89,0,0
Five Children and It,16791,"[12, 14, 18, 878, 10751]",5.092803,10/15/2004,FALSE,en,72,5.4,88,0,0
Surveillance,10900,"[27, 53, 9648]",7.541729,2/8/2008,FALSE,en,115,6,97,3500000,1115493
Critters 3,12702,"[35, 27, 878, 53]",6.034004,12/11/1991,FALSE,en,73,4.5,86,0,0
Night of the Blood Beast,109122,"[27, 878]",1.676743,8/1/1958,FALSE,en,9,2.5,62,0,0
The Devil's Sword,40104,"[9648, 14, 28, 27]",1.995033,1/1/1984,FALSE,en,5,5.9,90,0,0
Kill Me If You Can,266104,"[18, 10770]",1.000014,9/25/1977,FALSE,en,0,0,100,0,0
Backdraft,2924,"[28, 80, 18, 9648, 53]",9.148924,5/24/1991,FALSE,en,379,6.3,137,75000000,152368585
A Woman's Face,27622,"[18, 53]",1.890259,5/9/1941,FALSE,en,9,6.4,106,0,0
Star Runner,61187,"[28, 53, 10769]",1.125702,1/1/2003,FALSE,fr,1,5.5,103,0,0
Love Angels,105386,[],1.004292,9/7/1974,FALSE,en,0,0,81,0,0
Separate Lies,38583,"[10749, 18, 53]",1.668684,9/16/2005,FALSE,en,9,6.1,85,0,0
Voodoo Woman,38261,"[878, 27]",2.304263,4/11/1957,FALSE,en,5,4.3,75,0,0
Poison for the Fairies,28968,"[14, 18, 53, 27]",2.005359,1/1/1984,FALSE,es,13,6.5,90,0,0
Yesterday Once More,413613,[18],2.559656,4/22/2016,FALSE,en,2,7,108,0,0
Diamond Men,34714,"[18, 53, 9648]",1.806677,1/1/2000,FALSE,en,7,6.7,100,0,0
The Right Connections,296717,"[10402, 10751, 18]",1.00763,8/15/1997,FALSE,es,0,0,120,0,0
A Love Song for Bobby Long,9953,[18],7.43389,9/2/2004,FALSE,en,106,6.8,119,0,1841260
Battle of the Brave,57709,"[18, 36, 10749, 10752]",1.824891,11/19/2004,FALSE,fr,4,5.5,143,0,0
Cemetery Man,21588,"[14, 18, 27, 35]",6.978418,3/25/1994,FALSE,it,112,7.1,105,4000000,0
Slow Burn,18777,"[9648, 80, 18, 53]",2.440269,9/12/2005,FALSE,en,16,5.5,93,15500000,1237615
Strange Interlude,130422,[18],1.65417,12/30/1932,FALSE,en,1,0,109,0,0
Nishabd,20535,[],1.686304,3/2/2007,FALSE,hi,4,4.3,109,0,0
Body of Lies,12113,"[28, 18, 53]",8.226894,10/10/2008,FALSE,en,977,6.5,128,70000000,113280098
Mother Knows Best,119639,[],1.296975,4/13/1997,FALSE,en,1,3,96,0,0
Mother and Son,347416,[],1.002768,7/31/1931,FALSE,en,0,0,60,0,0
Whispering Pages,155052,[18],1.409361,2/11/1994,FALSE,ru,2,8.5,77,0,0
Rigoletto,382713,[10402],1.962693,11/20/2017,FALSE,it,0,0,0,0,0
Frankenstein's Bloody Nightmare,282172,[],1.038614,,FALSE,en,1,8,77,0,0
Bandit Queen,14785,"[18, 10769]",1.964267,9/9/1994,FALSE,en,12,7.2,119,0,399
Hoot,18276,"[18, 10751]",4.820621,5/5/2006,FALSE,en,47,5.6,91,0,0
The Cell,8843,"[27, 878, 53]",9.76131,8/17/2000,FALSE,en,466,6,107,33000000,104155843
Blink,26203,"[9648, 80, 18, 53]",4.485103,1/26/1994,FALSE,en,49,6.1,106,0,16668552
Bastard Out of Carolina,41240,[18],2.646974,12/15/1996,FALSE,en,19,7.3,97,0,0
The Jackal,4824,"[28, 53, 12, 80]",7.769541,11/14/1997,FALSE,en,570,6,124,60000000,159330280
Lonesome Jim,7301,"[35, 18, 10749]",2.915808,11/16/2005,FALSE,en,26,6.4,91,0,0
Dead Silent,111014,[53],1.619633,1/1/1999,FALSE,en,4,4.1,95,0,0
The Big Broadcast of 1938,60562,[],1.321965,2/11/1938,FALSE,en,1,7,94,0,0
The Adventures of Hercules,30577,"[35, 14]",2.868283,8/26/1985,FALSE,en,8,5.9,88,0,0
Scheming Schemers,117287,[35],1.002915,10/4/1956,FALSE,en,0,0,16,0,0
Puddle Cruiser,13563,"[35, 10749]",2.257171,1/1/1996,FALSE,en,12,5.8,102,0,0
Baltic Storm,56640,"[18, 9648, 53]",1.886068,10/16/2003,FALSE,en,2,2,113,0,0
Uncle Buck,2616,"[35, 18, 10751]",6.512993,8/16/1989,FALSE,en,353,6.6,100,15000000,79258538
Blurred,426297,[],1.021353,7/16/2015,FALSE,en,0,0,15,0,0
The Real Howard Spitz,128630,[35],1.601466,8/28/1998,FALSE,en,0,0,102,0,0
The Book of Life,228326,"[10749, 16, 12, 35, 10751, 14]",7.202456,10/1/2014,FALSE,en,814,7.3,95,50000000,97437106
City of Men,7343,[18],4.573707,8/31/2007,FALSE,pt,67,6.6,106,0,307076
Day the World Ended,29062,"[27, 878]",2.037851,12/1/1955,FALSE,en,12,5.2,79,0,0
Pretty Woman,114,"[10749, 35]",10.475155,3/23/1990,FALSE,en,1964,7,119,14000000,463000000
California Dreaming,85511,"[35, 18, 10749]",1.229403,4/1/1979,FALSE,en,4,4.5,92,0,0
"Daniel Boone, Trail Blazer",68082,"[18, 28, 37]",1.444562,10/5/1956,FALSE,en,3,3.7,74,0,0
Mickybo and Me,55134,"[18, 35]",2.255771,3/25/2005,FALSE,en,10,7.4,95,0,0
Death Match,145923,[],1.737308,10/26/1994,FALSE,en,3,4.8,94,0,0
G.I. Joe: The Movie,17421,"[16, 28, 53, 878, 10751]",2.616871,8/1/1987,FALSE,en,16,6.8,93,0,0
Sleepy Hollow,2668,"[18, 14, 53, 9648]",9.837856,11/18/1999,FALSE,en,1951,6.9,105,100000000,206071502
Zack and Reba,101539,"[35, 10749]",1.039334,11/1/1998,FALSE,en,1,2,91,0,0
That Cold Day in the Park,66488,[18],1.308973,6/8/1969,FALSE,en,8,6.6,113,500000,0
Alvin and the Chipmunks,6477,"[35, 10402, 10751, 14, 16]",12.607127,12/13/2007,FALSE,en,1323,5.5,92,60000000,361366633
Playmaker,404557,[],1.072188,5/14/1994,FALSE,en,2,6.5,91,0,0
Merci Docteur Rey,41915,"[35, 10769]",1.007987,1/1/2002,FALSE,en,0,0,0,0,0
Ironclads,109475,"[10770, 36, 10752]",1.550334,3/11/1991,FALSE,en,0,0,94,0,0
Damaged Lives,140581,[18],1.377743,9/15/1933,FALSE,en,2,3.5,61,10000,1800000
Hot Moves,40600,[35],1.721729,10/4/1984,FALSE,en,4,5,85,0,0
War Crimes,489727,[35],1.059746,8/1/2016,FALSE,en,0,0,6,0,0
Startup.com,14268,[99],2.575582,1/1/2001,FALSE,en,7,6.3,107,0,0
Labyrinth of Passion,8219,[35],2.825378,9/29/1982,FALSE,es,28,6.4,100,0,0
"My Wicked, Wicked Ways: The Legend of Errol Flynn",263227,"[18, 10770]",1.000538,1/21/1985,FALSE,en,0,0,143,0,0
Man in the Mirror: The Michael Jackson Story,73353,"[18, 99]",1.161398,8/26/2004,FALSE,en,4,5.5,87,0,0
Rabbit Fever,37983,[35],1.021752,9/22/2006,FALSE,en,0,0,85,0,0
Chained Heat,18406,"[28, 80, 18, 53]",2.677449,5/27/1983,FALSE,en,15,4.6,99,0,0
The Number 23,3594,"[53, 18, 9648]",5.570827,2/23/2007,FALSE,en,1131,6.3,101,30000000,77566815
The Way West,42703,"[28, 12, 18, 37]",3.275537,5/24/1967,FALSE,en,19,5.7,122,0,0
Death Machine,1702,"[28, 27, 878, 53]",4.628277,12/23/1994,FALSE,en,26,5.8,117,0,1422749
Hell,73262,"[27, 878, 53]",4.967091,9/20/2011,FALSE,de,80,5.8,89,0,0
"Stolen Women, Captured Hearts",68167,"[37, 18, 10749]",1.460201,1/16/1997,FALSE,en,3,5.2,87,0,0
The Carey Treatment,72449,"[80, 9648, 53]",1.314002,3/29/1972,FALSE,en,4,7,101,0,0
Hannibal,9740,"[80, 18, 53, 27]",3.079996,2/8/2001,FALSE,en,1409,6.4,131,87000000,351692268
Jack and the Beanstalk,18698,"[35, 10751, 14]",4.274939,1/1/1952,FALSE,en,12,6,70,0,0
The Man Who Skied Down Everest,37339,"[99, 10769]",1.207686,9/19/1975,FALSE,en,3,5,86,0,0
Someone Was Watching,485001,[18],1.035294,,FALSE,pt,1,6,,0,0
Regular Lovers,45126,"[18, 10749]",2.081767,9/14/2005,FALSE,fr,10,7.4,183,0,0
Om Jai Jagadish,33146,[10769],1.423524,7/8/2002,FALSE,en,5,4.8,172,0,0
Bela Donna,71211,"[18, 10749]",1.224823,8/14/1998,FALSE,en,3,5.7,111,0,0
White Fang,12227,"[28, 12, 18, 10751]",7.081931,1/18/1991,FALSE,en,149,6.4,107,14000000,34793160
Holiday on the Buses,19249,[35],3.929711,5/19/1973,FALSE,en,35,8.6,85,0,0
Beethoven Lives Upstairs,54785,"[14, 18, 878, 10751]",1.207809,9/30/1992,FALSE,en,3,6,51,0,0
4D Man,26854,[878],1.995352,10/7/1959,FALSE,en,11,5.1,85,0,0
Shade,14576,"[28, 53, 80]",9.005548,5/18/2003,FALSE,en,79,6.1,101,6800000,0
She's the Man,9655,"[35, 18, 10751, 10749]",7.438376,3/17/2006,FALSE,en,748,6.4,105,20000000,33889159
Score,53897,"[35, 18]",2.689849,2/28/1974,FALSE,en,12,6.2,90,0,0
The Execution of Wanda Jean,26780,[99],1.147759,1/1/2002,FALSE,en,1,8,88,0,0
Leaving Las Vegas,451,"[18, 10749]",6.859526,10/27/1995,FALSE,en,391,7.2,112,3600000,49800000
Zombie Planet,267282,"[27, 878]",1.003556,10/19/2004,FALSE,en,0,0,119,0,0
Always Remember I Love You,374313,[18],1.093762,12/23/1990,FALSE,en,2,6.5,95,0,0
A Thousand Acres,66588,[18],2.083062,9/17/1997,FALSE,en,12,5.9,105,0,0
The Lawless Frontier,49640,"[28, 37]",1.78724,11/22/1934,FALSE,en,8,4,59,0,0
White Heat,15794,"[80, 18, 53]",5.985259,9/2/1949,FALSE,en,99,7.8,114,0,0
Othello,16420,[18],3.481707,12/15/1995,FALSE,en,34,6.9,123,0,0
Golden Earrings,121357,"[12, 10749]",1.265355,8/27/1947,FALSE,en,3,4.8,95,0,0
The Gristle,277577,[],1.002353,5/13/2004,FALSE,en,0,0,0,0,0
Flashdance,535,"[18, 10402, 10749]",7.469176,4/14/1983,FALSE,en,344,6.2,95,4000000,92921203
Pickpocket,690,"[80, 18]",5.466759,12/16/1959,FALSE,fr,97,7.2,75,0,0
Following,11660,"[80, 18, 53]",7.576454,9/12/1998,FALSE,en,380,7.2,69,6000,48482
Two for the Money,9910,"[35, 80, 18, 53]",8.238147,10/7/2005,FALSE,en,165,5.8,122,35000000,30526509
The Covenant,9954,"[28, 12, 14, 27, 878, 53]",7.095789,9/8/2006,FALSE,en,313,5.2,97,20000000,37597471
Solomon Kane,32985,"[12, 14, 28, 878]",6.98673,9/16/2009,FALSE,en,425,5.6,104,45000000,7810000
The Deathmaker,1484,[18],2.35043,11/23/1995,FALSE,de,12,6.6,110,0,0
Stick Around,95160,[35],1.051059,3/1/1925,FALSE,en,1,5.5,24,0,0
The United States of Leland,13573,"[80, 18]",6.487051,1/18/2003,FALSE,en,98,6.5,108,0,343816
Seven Alone,53931,"[18, 10751]",1.598541,12/20/1974,FALSE,en,1,6,97,0,0
Brotherly Love,295886,[18],4.017013,4/24/2015,FALSE,en,22,6.8,89,1900000,0
The Girl in Lovers Lane,89763,"[18, 10749, 80]",1.038737,6/16/1960,FALSE,en,1,1,78,0,0
The Matrix Revisited,14543,[99],5.729949,11/19/2001,FALSE,en,73,6.7,123,0,0
Censored,101393,"[16, 10752]",1.155482,7/15/1944,FALSE,en,2,6.5,3,0,0
Dragon Hunt,163516,[],1.114832,6/7/1990,FALSE,en,1,6,84,0,0
Up at the Villa,47724,"[18, 10749]",2.099157,4/14/2000,FALSE,en,7,5.9,115,0,0
Random Hearts,12618,"[18, 10749]",5.246651,10/8/1999,FALSE,en,67,5.2,133,64000000,74608570
H.O.T.S.,59181,[35],1.942145,5/1/1979,FALSE,en,10,4.8,98,0,0
The Last Stop,332475,[18],1.25,1/1/1971,FALSE,sl,0,0,88,0,0
Man Hunt,22404,"[18, 53, 10752]",5.526984,6/13/1941,FALSE,en,33,6.9,105,0,0
Swimming Upstream,15474,[18],2.460564,2/27/2003,FALSE,en,14,6.6,114,0,0
Junior,6280,"[35, 10751, 10749]",8.646926,11/22/1994,FALSE,en,405,4.7,109,60000000,37000000
The Cave,9042,"[28, 12, 27, 53]",6.092088,8/25/2005,FALSE,en,222,5.2,97,30000000,15007991
Inki and the Minah Bird,236694,"[35, 16, 10751]",1.082144,11/12/1943,FALSE,en,1,7,7,0,0
After the Rain,229466,[18],1.047085,9/19/2013,FALSE,pt,1,6,0,0,0
8MM,8224,"[53, 80, 9648]",7.643947,2/26/1999,FALSE,en,519,6.1,123,40000000,96618699
Michael,2928,"[35, 18, 14]",7.907148,12/25/1996,FALSE,en,186,5.5,105,0,119718203
House of Dracula,30793,"[27, 878]",3.232538,12/6/1945,FALSE,en,21,6,67,0,0
First Degree,370985,"[9648, 80]",1.001187,12/3/1995,FALSE,es,0,0,,0,0
Studs,34074,"[35, 18, 10769]",1.639033,3/16/2006,FALSE,en,2,4,90,0,0
Assault on Precinct 13,8978,[53],9.848869,1/19/2005,FALSE,en,339,6,109,30000000,35294470
Hidden in Silence,255353,[18],1.172672,3/6/1996,FALSE,en,3,4.3,90,0,0
The Greatest Show on Earth,27191,"[28, 18, 10749]",6.235378,1/10/1952,FALSE,en,51,6.6,152,4000000,36000000
The Arnelo Affair,29236,"[80, 18]",1.430934,2/13/1947,FALSE,en,5,5.4,86,0,0
The Other Side of Sunday,46754,"[18, 35, 10769]",1.395369,2/9/1996,FALSE,no,1,5,103,0,0
Me Myself I,49721,"[35, 10749]",1.974184,4/20/2000,FALSE,en,11,5.9,104,0,369975
Tart,30331,"[35, 18, 10749]",2.736689,4/23/2001,FALSE,en,16,5.1,94,3300000,0
"Greystoke: The Legend of Tarzan, Lord of the Apes",11002,"[12, 18, 28, 10749]",6.075528,3/30/1984,FALSE,en,118,6,143,0,45858563
Dirty War,280169,[28],1,1/1/1984,FALSE,es,0,0,87,0,0
2069: A Sex Odyssey,90787,"[35, 878]",1.809642,8/23/1974,FALSE,de,5,3.3,73,0,0
Who'll Stop the Rain,31941,"[10752, 18, 53, 80, 28]",2.594324,8/2/1978,FALSE,en,13,6.8,126,0,0
The Decline of the American Empire,18499,"[35, 18]",3.127384,6/19/1986,FALSE,fr,22,6.9,101,0,0
Cleopatra's Second Husband,121881,"[18, 53]",1.001798,4/16/1998,FALSE,en,0,0,92,0,0
Counter Measures,29895,"[18, 28, 53]",1.434502,6/8/1999,FALSE,en,3,5,90,1500000,0
What Alice Found,96393,[18],1.229081,1/25/2003,FALSE,en,4,6.1,96,0,0
Congo,10329,"[28, 12, 18, 9648, 878, 53]",7.985447,6/9/1995,FALSE,en,228,5,109,50000000,152022101
The Seven-Ups,32080,"[28, 53, 18, 80]",3.587159,1/1/1973,FALSE,en,35,6.4,103,0,0
Little Fauss and Big Halsy,44721,[18],1.468177,10/21/1970,FALSE,en,7,6.6,99,0,0
Wassup Rockers,18484,[18],2.703188,9/12/2005,FALSE,en,21,6.4,111,0,634074
Commune,157373,[],1.226083,4/7/2005,FALSE,en,4,7.8,78,0,0
Little Criminals,70374,"[80, 18]",1.620503,1/1/1995,FALSE,en,8,7.6,91,0,0
Sade,72356,"[36, 18, 80]",1.863576,8/23/2000,FALSE,fr,8,6.2,100,0,0
Delusion,423144,"[9648, 18, 27]",2.192243,10/17/2016,FALSE,es,0,0,85,0,0
August Days,125668,[],1.005048,8/4/2006,FALSE,en,0,0,93,0,0
C.H.O.M.P.S.,77593,"[10751, 35, 878]",1.67893,12/21/1979,FALSE,en,3,3.5,89,0,0
Shark Skin Man and Peach Hip Girl,36867,"[35, 28, 53, 9648]",1.709475,1/1/1998,FALSE,ja,11,6.5,108,0,0
Photographing Fairies,26644,"[9648, 14, 18]",2.197434,9/19/1997,FALSE,en,6,5.2,106,0,0
Assassination,48686,"[18, 28, 53]",2.255682,1/9/1987,FALSE,en,12,5.5,105,0,0
Body Puzzle,29954,"[53, 27]",1.559894,3/20/1992,FALSE,en,4,4.8,98,0,0
Aria,25832,"[35, 18, 10402]",3.260756,5/27/1987,FALSE,en,12,6.2,90,0,0
Barnyard,9907,"[16, 35, 10751]",6.84129,8/4/2006,FALSE,en,249,5.4,90,51000000,72779000
The Instructor,225827,[28],1.035889,6/30/1983,FALSE,en,1,7.5,91,0,0
Spanish Judges,141319,"[80, 18]",1.910192,10/16/2000,FALSE,en,2,5.5,94,3500000,0
To the Ends of Time,289378,[14],1.270495,10/21/1996,FALSE,en,3,6,0,2000000,0
Badland,8343,[18],2.036449,11/30/2007,FALSE,en,5,7.4,160,0,0
Wirey Spindell,97805,[],1.076494,1/21/2000,FALSE,en,2,5.5,0,0,0
Wanted,8909,"[28, 53, 80]",10.899496,6/19/2008,FALSE,en,2738,6.4,110,75000000,258270008
Distant,215636,[],1.029095,8/14/2013,FALSE,en,0,0,88,0,0
The Astonished Heart,165355,"[18, 10749]",1.158808,3/17/1950,FALSE,en,1,6,85,0,0
Thesis,9299,"[27, 53]",7.239632,4/11/1996,FALSE,es,175,7.3,125,0,2647055
Milo,58093,[27],1.732117,10/6/1998,FALSE,it,7,4.1,91,0,0
Larger Than Life,34170,"[10751, 35]",3.2614,10/31/1996,FALSE,en,38,5.4,93,30000000,0
Living with the Enemy,83791,[],1.102516,1/1/2005,FALSE,en,2,4.5,88,0,0
Whoops Apocalypse,30120,[35],2.773831,5/6/1988,FALSE,en,4,4.8,93,0,0
Kronk's New Groove,13417,"[16, 35, 10751]",8.131099,12/5/2005,FALSE,en,247,6,72,0,0
For a Lost Soldier,27052,"[18, 10749, 10752]",2.156072,5/22/1992,FALSE,nl,15,5.4,92,0,0
Ark,35715,"[28, 16, 18]",1.880424,9/27/2005,FALSE,en,1,6,82,0,0
Folks!,18495,[35],1.979751,5/1/1992,FALSE,en,10,6.1,107,0,6132924
Eternity,215070,[18],1.726984,11/15/1990,FALSE,en,0,0,110,0,0
Garage Olimpo,41115,[18],2.661137,5/16/1999,FALSE,es,15,6.6,98,0,0
Phantom Rancher,68077,"[37, 10749]",1.114377,3/31/1940,FALSE,en,1,4,61,0,0
Tycus,2096,"[28, 12, 878]",2.207052,1/1/1998,FALSE,en,2,4,94,0,0
The Dust of Time,51735,[18],2.261651,11/22/2008,FALSE,en,4,6.5,125,0,0
The Beautiful Country,41714,[18],2.234622,3/13/2004,FALSE,en,11,6.6,137,0,0
The 4th Floor,49745,"[27, 9648, 53]",2.213087,7/31/1999,FALSE,en,25,5.7,90,0,0
Edge of the City,35129,[18],1.385962,8/2/1957,FALSE,en,10,6.7,85,0,0
La Fiesta de Santa Barbara,96962,[35],1.825332,12/7/1935,FALSE,en,1,7,19,0,0
Red Dust,13542,[18],2.77255,1/1/2004,FALSE,en,10,6.4,110,0,0
Bad Manners,41573,"[10749, 35, 18]",1.001318,10/9/1998,FALSE,en,0,0,88,0,0
The Christmas Season Massacre,139748,[],1.051313,1/1/2001,FALSE,en,1,1,70,0,0
Thunder Alley,86740,[],1.572088,3/22/1967,FALSE,en,2,6,90,0,0
Mad Love,47608,"[18, 10751, 10749]",3.683298,5/26/1995,FALSE,en,28,5.6,95,0,15453274
The Brothers Karamazov,43138,[18],2.256949,2/20/1958,FALSE,en,6,6.8,145,0,0
The Painted Hills,61855,"[28, 12, 18, 10751]",1.737655,5/4/1951,FALSE,en,3,2,68,0,0
Hellboy,1487,"[14, 28, 878]",10.432509,4/2/2004,FALSE,en,2433,6.5,122,66000000,99318987
Backstage,137236,[],1.63056,9/8/2000,FALSE,en,2,7.5,86,0,0
Superhero Movie,11918,"[28, 35, 878]",8.230464,3/27/2008,FALSE,en,436,5,85,35000000,25871834
Karmen Gei,253624,"[18, 10749, 10402]",1.001838,6/27/2001,FALSE,fr,0,0,86,0,0
Ruby & Quentin,7229,"[35, 80]",6.909257,10/22/2003,FALSE,fr,192,6.7,85,27440000,0
